Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
SDEM,Global X MSCI SuperDividend Emerging Markets,"Mirae Asset Global Investments Co., Ltd.",Equity,03/16/2015,67.0,"41,918,239.1",High Dividend Yield,Broad-based,Equity: Emerging Markets - High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Equal
SDG,iShares MSCI Global Sustainable Development Goals,Blackrock,Equity,04/20/2016,49.0,"373,993,150.0",Total Market,Broad-based,Equity: Global  -  Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Principles-based
SDIV,Global X Superdividend,"Mirae Asset Global Investments Co., Ltd.",Equity,06/08/2011,58.0,"760,658,513.9",High Dividend Yield,Broad-based,Equity: Global - High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Equal
SDOG,ALPS Sector Dividend Dogs,SS&C,Equity,06/29/2012,36.0,"1,176,366,340.8",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Dividends,Bottom-up,Strategic,Dividends,Equal
SDOW,ProShares UltraPro Short Dow30,ProShares,Equity,02/11/2010,95.0,"471,716,503.7",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Price-weighted,Arbitrary Weighting,Idiosyncratic,Committee,Price
SDP,ProShares UltraShort Utilities,ProShares,Equity,01/30/2007,95.0,"2,703,792.2",Utilities,Broad-based,Inverse Equity: U.S. Utilities,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SDS,ProShares UltraShort S&P500,ProShares,Equity,07/11/2006,90.0,"875,135,774.9",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SDSI,American Century Short Duration Strategic Income,American Century Investments,Fixed Income,10/11/2022,32.0,"35,369,600.0",Broad Credit,Short-Term,"Fixed Income: Global - Broad Market, Broad-based Short-Term",Active,Active,Active,Proprietary,Proprietary
SDVD,FT Cboe Vest SMID Rising Dividend Achievers Target Income,First Trust,Equity,08/09/2023,85.0,"1,965,139.3",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Active,Active,Active,Proprietary,Proprietary
SDVY,First Trust SMID Cap Rising Dividend Achievers,First Trust,Equity,11/01/2017,60.0,#N/A,Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Fundamental,Bottom-up,Strategic,Fundamental,Equal
SDY,SPDR S&P Dividend,State Street,Equity,11/08/2005,35.0,"21,576,077,699.3",High Dividend Yield,Broad-based,Equity: U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Dividends
SEA,U.S. Global Sea to Sky Cargo,US Global Investors,Equity,01/20/2022,60.0,"3,765,000.0",Industrials,Transportation,Equity: Global Transportation,Fundamental,Bottom-up,Strategic,Market Cap,Tiered
SECT,Main Sector Rotation,Main Management,Equity,09/05/2017,75.0,"1,284,508,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SEF,ProShares Short Financials,ProShares,Equity,06/10/2008,95.0,"30,009,329.7",Financials,Broad-based,Inverse Equity: U.S. Financials,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor,SEI Investments,Equity,05/18/2022,15.0,"24,303,961.4",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SEIQ,SEI Enhanced U.S. Large Cap Quality Factor,SEI Investments,Equity,05/18/2022,15.0,"15,205,298.1",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SEIV,SEI Enhanced U.S. Large Cap Value Factor,SEI Investments,Equity,05/18/2022,15.0,"24,769,907.9",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Active,Active,Active,Proprietary,Proprietary
SEIX,Virtus Seix Senior Loan,Virtus Investment Partners,Fixed Income,04/24/2019,57.0,"86,401,970.3",High Yield,Floating Rate,"Fixed Income: U.S. - Corporate, Bank Loans High Yield Floating Rate",Active,Active,Active,Proprietary,Proprietary
SELV,SEI Enhanced Low Volatility U.S. Large Cap,SEI Investments,Equity,05/18/2022,15.0,"8,876,317.1",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SEMI,Columbia Seligman Semiconductor and Technology,Ameriprise Financial,Equity,03/29/2022,75.0,"28,843,830.1",Information Technology,Broad-based,Equity: Global Information Technology,Active,Active,Active,Proprietary,Proprietary
SENT,AdvisorShares Alpha DNA Equity Sentiment,AdvisorShares,Equity,02/02/2021,101.0,"15,525,180.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SEPT,AllianzIM U.S. Large Cap Buffer10 Sep,Allianz,Equity,08/31/2023,74.0,"5,000,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
SEPW,AllianzIM U.S. Large Cap Buffer20 Sep,Allianz,Equity,08/31/2023,74.0,"5,000,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Proprietary,Proprietary
SEPZ,TrueShares Structured Outcome (September),TrueMark Group,Equity,08/31/2020,79.0,"18,664,040.5",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
SESG,Sprott ESG Gold,Sprott,Commodities,08/02/2022,38.0,"15,478,800.0",Gold,Physically Held,Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SETM,Sprott Energy Transition Materials,Sprott,Equity,02/01/2023,65.0,"10,424,372.5",Materials,Metals & Mining,Equity: Global Metals & Mining,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SFIG,WisdomTree U.S. Short Term Corporate Bond Fund,WisdomTree,Fixed Income,04/27/2016,18.0,"37,520,960.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
SFLR,Innovator Equity Managed Floor,Innovator,Equity,11/09/2022,89.0,"61,025,900.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SFY,SoFi Select 500,Tidal,Equity,04/11/2019,0.0,"526,953,900.0",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Growth,Hybrid,Strategic,Market Cap,Multi-Factor
SFYF,SoFi Social 50,Tidal,Equity,05/08/2019,29.0,"15,934,749.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Copycat,Social Criteria,Idiosyncratic,Committee,Proprietary
SFYX,SoFi Next 500,Tidal,Equity,04/11/2019,0.0,"62,279,630.0",Mid Cap,Growth,Equity: U.S. - Mid Cap Growth,Growth,Hybrid,Strategic,Market Cap,Multi-Factor
SGDJ,Sprott Junior Gold Miners,Sprott,Equity,03/31/2015,50.0,"98,310,000.0",Materials,Gold Miners,Equity: Global Gold Miners,Multi-factor,Hybrid,Strategic,Market Cap,Multi-Factor
SGDM,Sprott Gold Miners,Sprott,Equity,07/15/2014,50.0,"234,239,600.0",Materials,Gold Miners,Equity: Global Gold Miners,Fundamental,Bottom-up,Strategic,Market Cap,Fundamental
SGLC,SGI U.S. Large Cap Core,"Summit Global Investments, LLC",Equity,03/31/2023,85.0,"98,035,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SGOL,abrdn Physical Gold Shares,Abrdn Plc,Commodities,09/09/2009,17.0,"2,685,388,000.0",Gold,Physically Held,Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SGOV,iShares 0-3 Month Treasury Bond,Blackrock,Fixed Income,05/26/2020,7.0,"14,036,908,500.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SH,ProShares Short S&P500,ProShares,Equity,06/19/2006,88.0,"1,631,141,926.2",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,WisdomTree,Fixed Income,05/18/2017,12.0,"97,938,330.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Short-Term",Multi-factor,Hybrid,Strategic,Multi-Factor,Tiered
SHDG,Soundwatch Hedged Equity,Soundwatch Capital LLC,Equity,10/24/2022,53.0,"112,363,570.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SHE,SPDR MSCI USA Gender Diversity,State Street,Equity,03/07/2016,20.0,"207,264,701.1",Total Market,Broad-based,Equity: U.S.  -  Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SHM,SPDR Nuveen Bloomberg Short Term Municipal Bond,State Street,Fixed Income,10/10/2007,20.0,"4,037,839,787.6",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SHNY,MicroSectors Gold 3X Leveraged ETNs,BMO,Commodities,02/21/2023,95.0,"4,059,393.1",Gold,Physically Held,Leveraged Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SHOC,Strive U.S. Semiconductor Strive U.S. Semiconductor,Alpha Architect,Equity,10/06/2022,40.0,"37,692,648.0",Information Technology,Semiconductors,Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SHPP,Pacer Industrials and Logistics,Pacer Advisors,Equity,06/08/2022,60.0,"1,039,324.0",Industrials,Broad-based,Equity: Global Industrials,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SHUS,Syntax Stratified U.S. Total Market Hedged,Syntax,Equity,06/15/2021,65.0,"37,534,500.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SHV,iShares Short Treasury Bond,Blackrock,Fixed Income,01/05/2007,15.0,"20,417,246,157.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SHY,iShares 1-3 Year Treasury Bond,Blackrock,Fixed Income,07/22/2002,15.0,"26,094,144,600.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SHYD,VanEck Short High Yield Muni,VanEck,Fixed Income,01/13/2014,35.0,"383,795,880.0",High Yield,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal High Yield Intermediate",Vanilla,Vanilla,Vanilla,AMT-Free,Market Value
SHYG,iShares 0-5 Year High Yield Corporate Bond,Blackrock,Fixed Income,10/15/2013,30.0,"5,228,236,710.0",High Yield,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SHYL,Xtrackers Short Duration High Yield Bond,Deutsche Bank,Fixed Income,01/10/2018,20.0,"82,701,343.5",High Yield,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SIFI,Harbor Scientific Alpha Income,ORIX,Fixed Income,09/13/2021,50.0,"31,732,500.0",Broad Credit,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
SIHY,Harbor Scientific Alpha High-Yield,ORIX,Fixed Income,09/13/2021,48.0,"110,692,508.3",High Yield,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based High Yield",Active,Active,Active,Proprietary,Proprietary
SIJ,ProShares UltraShort Industrials,ProShares,Equity,01/30/2007,95.0,"2,639,656.7",Industrials,Broad-based,Inverse Equity: U.S. Industrials,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SIL,Global X Silver Miners,"Mirae Asset Global Investments Co., Ltd.",Equity,04/19/2010,65.0,"873,946,547.4",Materials,Silver Miners,Equity: Global Silver Miners,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SILJ,ETFMG Prime Junior Silver MinersMG Prime Junior Silver Miners Fund,ETFMG,Equity,11/28/2012,69.0,"651,310,000.0",Materials,Silver Miners,Equity: Global Silver Miners,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
SIMS,SPDR S&P Kensho Intelligent Structures,State Street,Equity,12/26/2017,45.0,"22,542,793.7",Theme,Infrastructure,Equity: U.S. Infrastructure,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Tiered
SIO,Touchstone Strategic Income Opportunities,Western & Southern Mutual Holding Co.,Fixed Income,07/21/2022,65.0,"99,605,225.0",Broad Credit,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
SIVR,abrdn Physical Silver Shares,Abrdn Plc,Commodities,07/20/2009,30.0,"1,111,178,250.0",Silver,Physically Held,Commodities: Precious Metals Silver,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SIXA,ETC 6 Meridian Mega Cap Equity,Exchange Traded Concepts,Equity,05/08/2020,80.0,"189,475,373.9",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SIXH,ETC 6 Meridian Hedged Equity Index Option,Exchange Traded Concepts,Equity,05/11/2020,82.0,"351,987,931.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SIXJ,AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul,Allianz,Equity,12/31/2021,74.0,"112,061,235.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
SIXL,ETC 6 Meridian Low Beta Equity,Exchange Traded Concepts,Equity,05/11/2020,80.0,"140,650,388.7",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct,Allianz,Equity,09/30/2021,74.0,"39,361,140.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
SIXS,ETC 6 Meridian Small Cap Equity,Exchange Traded Concepts,Equity,05/11/2020,89.0,"63,868,716.6",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Active,Active,Active,Proprietary,Proprietary
SIZE,iShares MSCI USA Size Factor,Blackrock,Equity,04/16/2013,15.0,"310,008,305.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Market Cap,Inverse Market Cap
SJB,ProShares Short High Yield,ProShares,Fixed Income,03/21/2011,95.0,"187,075,825.0",High Yield,Broad Maturities,"Inverse Fixed Income: U.S. - Corporate, Broad-based High Yield",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SJIM,Inverse Cramer Tracker,"Tuttle Tactical Management, LLC",Equity,03/02/2023,120.0,"3,323,457.6",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SJNK,SPDR Bloomberg Short Term High Yield Bond,State Street,Fixed Income,03/15/2012,40.0,"3,956,531,248.1",High Yield,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SKF,ProShares UltraShort Financials,ProShares,Equity,01/30/2007,95.0,"19,650,965.6",Financials,Broad-based,Inverse Equity: U.S. Financials,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,Northern Trust,Fixed Income,11/12/2014,22.0,"278,136,366.7",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
SKYU,ProShares Ultra Nasdaq Cloud Computing,ProShares,Equity,01/19/2021,95.0,"2,730,455.8",Information Technology,Software & Services,Leveraged Equity: U.S. Software & Services,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Equal
SKYY,First Trust Cloud Computing,First Trust,Equity,07/05/2011,60.0,"2,834,413,660.6",Information Technology,Software & Services,Equity: U.S. Software & Services,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Equal
SLQD,iShares 0-5 Year Investment Grade Corporate Bond,Blackrock,Fixed Income,10/15/2013,6.0,"2,389,899,600.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SLV,iShares Silver Trust,Blackrock,Commodities,04/21/2006,50.0,"10,739,250,000.0",Silver,Physically Held,Commodities: Precious Metals Silver,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SLVO,Credit Suisse X-Links Silver Shares Covered Call ETN,UBS,Commodities,04/17/2013,65.0,"131,283,648.4",Silver,Physically Held,Commodities: Precious Metals Silver,Buy-write,Technical,Strategic,Fixed,Fixed
SLVP,iShares MSCI Global Silver Miners,Blackrock,Equity,01/31/2012,39.0,"167,075,640.0",Materials,Silver Miners,Equity: Global Silver Miners,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SLX,VanEck Steel,VanEck,Equity,10/10/2006,56.0,"124,716,825.0",Materials,Steel Producers,Equity: Global Steel Producers,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SLYG,SPDR S&P 600 Small Cap Growth,State Street,Equity,09/25/2000,15.0,"2,594,938,751.5",Small Cap,Growth,Equity: U.S.  -  Small Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
SLYV,SPDR S&P 600 Small Cap Value,State Street,Equity,09/25/2000,15.0,"3,888,882,131.7",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
SMAY,FT Cboe Vest U.S. Small Cap Moderate Buffer - May,First Trust,Equity,05/19/2023,90.0,"30,529,792.1",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Buy-write,Technical,Strategic,Fixed,Fixed
SMB,VanEck Short Muni,VanEck,Fixed Income,02/22/2008,7.0,"254,558,820.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,AMT-Free,Market Value
SMCP,AlphaMark Actively Managed Small Cap,AlphaMark Advisors,Equity,04/20/2015,90.0,"24,909,000.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Active,Active,Active,Proprietary,Proprietary
SMDD,ProShares UltraPro Short MidCap400,ProShares,Equity,02/11/2010,95.0,"5,587,169.3",Mid Cap,Broad-based,Inverse Equity: U.S.  -  Mid Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SMDV,ProShares Russell 2000 Dividend Growers,ProShares,Equity,02/05/2015,40.0,"823,052,574.4",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Dividends,Bottom-up,Strategic,Dividends,Equal
SMDY,Syntax Stratified MidCap,Syntax,Equity,01/17/2020,35.0,"10,692,000.0",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,Equal,Arbitrary Weighting,Idiosyncratic,Committee,Tiered
SMH,VanEck Semiconductor,VanEck,Equity,05/05/2000,35.0,"10,213,334,467.7",Information Technology,Semiconductors,Equity: Global Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B,UBS,Equity,11/08/2018,85.0,"39,950,160.0",Small Cap,Broad-based,Leveraged Equity: U.S.  -  Small Cap,Dividends,Bottom-up,Strategic,Dividends,Liquidity
SMI,VanEck HIP Sustainable Muni,VanEck,Fixed Income,09/08/2021,24.0,"18,087,160.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Active,Active,Active,Proprietary,Proprietary
SMIG,AAM Bahl & Gaynor Small/Mid Cap Income Growth,Advisors Asset Management,Equity,08/25/2021,60.0,"331,029,468.0",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Active,Active,Active,Proprietary,Proprietary
SMIN,iShares MSCI India Small Cap,Blackrock,Equity,02/08/2012,74.0,"415,079,940.0",Small Cap,Broad-based,Equity: India  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SMLE,Xtrackers S&P SmallCap 600 ESG,Deutsche Bank,Equity,02/24/2021,15.0,"12,253,524.5",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SMLF,iShares U.S. SmallCap Equity Factor,Blackrock,Equity,04/28/2015,15.0,"785,449,603.4",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
SMLV,SPDR SSGA US Small Cap Low Volatility Index,State Street,Equity,02/20/2013,12.0,"193,324,972.8",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Low Volatility,Technical,Strategic,Technical,Technical
SMMD,iShares Russell 2500,Blackrock,Equity,07/06/2017,15.0,"808,899,957.0",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SMMU,PIMCO Short Term Municipal Bond Active,Allianz,Fixed Income,02/01/2010,35.0,"540,103,200.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",Active,Active,Active,Proprietary,Proprietary
SMMV,iShares MSCI USA Small-Cap Min Vol Factor,Blackrock,Equity,09/07/2016,20.0,"815,561,343.8",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Low Volatility,Technical,Strategic,Multi-Factor,Multi-Factor
SMN,ProShares UltraShort Materials,ProShares,Equity,01/30/2007,95.0,"2,113,866.3",Materials,Broad-based,Inverse Equity: U.S. Materials,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SMOG,VanEck Low Carbon Energy,VanEck,Equity,05/03/2007,61.0,"183,116,171.9",Theme,Low Carbon,Equity: Global Low Carbon,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SMOT,VanEck Morningstar SMID Moat,VanEck,Equity,10/04/2022,49.0,"185,386,200.0",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Equal
SNAV,Mohr Sector Nav,Retireful LLC,Equity,01/11/2023,98.0,"61,993,977.5",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SNLN,Highland iBoxx Senior Loan,Highland Capital Management,Fixed Income,11/08/2012,56.0,"30,601,164.9",High Yield,Floating Rate,"Fixed Income: U.S. - Corporate, Bank Loans High Yield Floating Rate",Vanilla,Vanilla,@NA,Liquidity,Market Value
SNPD,Xtrackers S&P ESG Dividend Aristocrats,Deutsche Bank,Equity,11/09/2022,15.0,"5,011,025.1",High Dividend Yield,Broad-based,Equity: U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Principles-based,Dividends
SNPE,Xtrackers S&P 500 ESG,Deutsche Bank,Equity,06/26/2019,10.0,"885,146,841.4",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SNPG,Xtrackers S&P 500 Growth ESG,Deutsche Bank,Equity,11/09/2022,15.0,"6,567,032.8",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Growth,Hybrid,Strategic,Principles-based,Market Cap
SNPV,Xtrackers S&P 500 Value ESG,Deutsche Bank,Equity,11/09/2022,15.0,"5,317,626.6",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Principles-based,Market Cap
SNSR,Global X Internet of Things,"Mirae Asset Global Investments Co., Ltd.",Equity,09/12/2016,68.0,"297,651,540.9",Theme,Internet,Equity: Developed Markets Internet,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SOCL,Global X Social Media,"Mirae Asset Global Investments Co., Ltd.",Equity,11/14/2011,65.0,"135,726,311.7",Theme,Digital Economy,Equity: Global Digital Economy,Vanilla,Vanilla,Vanilla,Committee,Tiered
SOLR,Guinness Atkinson Funds SmartETFs Sustainable Energy II Fund,Guinness Atkinson Asset Management,Equity,11/11/2020,79.0,"5,105,196.0",Theme,Renewable Energy,Equity: Global Renewable Energy,Active,Active,Active,Proprietary,Proprietary
SOXL,Direxion Daily Semiconductor Bull 3x Shares,Rafferty Asset Management,Equity,03/11/2010,94.0,"7,442,802,503.6",Information Technology,Semiconductors,Leveraged Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SOXQ,Invesco PHLX Semiconductor,Invesco,Equity,06/11/2021,19.0,"149,325,268.9",Information Technology,Semiconductors,Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
SOXS,Direxion Daily Semiconductor Bear 3x Shares,Rafferty Asset Management,Equity,03/11/2010,102.0,"1,092,193,499.9",Information Technology,Semiconductors,Inverse Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SOXX,iShares Semiconductor,Blackrock,Equity,07/10/2001,35.0,"9,292,362,843.4",Information Technology,Semiconductors,Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SOYB,Teucrium Soybean Fund,Teucrium,Commodities,09/19/2011,190.8,"37,736,113.9",Soybeans,Laddered,Commodities: Agriculture Soybeans,Laddered,Arbitrary Weighting,Idiosyncratic,Single Asset,Single Asset
SPAB,SPDR Portfolio Aggregate Bond,State Street,Fixed Income,05/23/2007,3.0,"6,689,750,971.8",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPAQ,Horizon Kinetics SPAC Active,Horizon Kinetics,Equity,01/30/2023,85.0,"16,433,429.6",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SPAX,Robinson Alternative Yield Pre-merger SPAC,Tidal,Equity,06/22/2021,50.0,"21,143,947.5",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Active,Active,Active,Proprietary,Proprietary
SPBC,Simplify US Equity PLUS GBTC,Simplify,Asset Allocation,05/24/2021,73.0,"4,421,750.3",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
SPBO,SPDR Portfolio Corporate Bond,State Street,Fixed Income,04/06/2011,3.0,"704,499,716.3",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Fundamental,Bottom-up,Strategic,Fundamental,Market Value
SPC,CrossingBridge Pre-Merger SPAC,Cohanzick Management,Equity,09/21/2021,80.0,"68,503,700.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SPCX,SPAC and New Issue,AXS Investments,Equity,12/16/2020,95.0,"16,769,130.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SPCZ,RiverNorth Enhanced Pre-Merger SPAC,TrueMark Group,Equity,07/12/2022,89.0,"6,018,750.0",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,Active,Active,Active,Proprietary,Proprietary
SPD,Simplify US Equity PLUS Downside Convexity,Simplify,Equity,09/03/2020,28.0,"107,682,927.6",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
